date,date_raw,author,rating,title,text,product_slug,product_url,image_url
2021-07-30,30. Juli 2021,Lina,4.5,Kompakt und gutes Gewicht,"Der Bravo Lunastick hat mit seinen 160g ein sehr angenehmes Gewicht (zumindest direkt auf der Haut gespielt, mit den Stäben habe ich keine Erfahrung). Seine Länge von 42 cm finde ich ebenfalls sehr angenehm, da er dadurch etwas kompakter ist als andere Lunasticks.
Kontakt und Lieferung mit Jugglux wie gewohnt unkompliziert.",bravo-lunastick-elements-carbon,https://www.jugglux.ch/jonglieren-und-artistik/flowersticks-devilsticks-buugeng/lunastix-und-flowersticks/bravo-lunastick-elements-carbon.html,https://www.jugglux.ch/media/image/f8/8a/25/37592_600x600.jpg
2021-07-30,30. Juli 2021,Melanie Schär,5.0,Simple Dimple,Mein Kind hatt Spass,simple-dimple-pop-it-schluesselanhaenger,https://www.jugglux.ch/spiele-und-geschenke/haushalt-und-gadgets/schluesselanhaenger/simple-dimple-pop-it-schluesselanhaenger.html,https://www.jugglux.ch/media/image/b8/c3/ca/simple-dimple-pop-it-schlusselanhanger-242213-45677_600x600.jpg
2021-07-29,29. Juli 2021,Massimo Petrilli,0.5,Total anders gekommen,Habe etwas anderes bekommen….. meine Sohn war nicht zufrieden,tech-deck-fingerboard,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/krimskrams/tech-deck-fingerboard.html,https://www.jugglux.ch/media/image/89/e6/c3/43704_600x600.jpg
2021-07-28,28. Juli 2021,Jungwachtleiter,5.0,Super Einsteiger-Yoyo,"Als langjähriger und erfahrener Yoyo-Spieler kann ich dieses Yoyo für alle Einsteiger wärmstens empfehlen. Für diesen Preis bietet es alles, was man braucht, um Yoyo spielen zu lernen. Sogar ein Non-Response Kugellager falls man dem Yoyo Fieber komplett hinfällt. Sicher nicht das ""beste"" Yoyo überhaupt, aber man macht nichts falsch, wenn man das als erstes Yoyo kauft!",yoyofactory-one-schwarz,https://www.jugglux.ch/outdoor-und-freizeit/yoyo-shop/freilauf-yoyos/yoyofactory-one-schwarz.html,https://www.jugglux.ch/media/image/76/c8/ca/yoyofactory-one-schwarz-236455-35409_600x600.jpg
2021-07-27,27. Juli 2021,Karin Jungen,4.5,Bedienungsanleitung fehlt,Ich hab keine Ahnung wie dieses Boot funktioniert . Schade war keine Anleitung dabei.,dampfboot-kerzenboot-recycling-dampfboot,https://www.jugglux.ch/kurioses-und-kultiges/nostalgie-und-klassiker/blechspielzeug/dampfboot-kerzenboot-recycling-dampfboot.html,https://www.jugglux.ch/media/image/d0/84/5f/dampfboot-kerzenboot-recycling-dampfboot-216541-20177_600x600.jpg
2021-07-27,27. Juli 2021,Roland Kuhn,5.0,Sehr viel Spass,,modellbogen-kyburg,https://www.jugglux.ch/experimente-und-magie/bastelbogen-und-modellbogen/modellbogen/modellbogen-kyburg.html,https://www.jugglux.ch/media/image/ed/f0/38/modellbogen-kyburg-230418-33441_600x600.jpg
2021-07-26,26. Juli 2021,Jasmin,5.0,Alles tip top,,carrom-brett-mango,https://www.jugglux.ch/spiele-und-geschenke/gesellschaftsspiele/carambole-brett-und-zubehoer/carrom-brett-mango.html,https://www.jugglux.ch/media/image/21/49/c3/carrom-brett-mango-223594-38816_600x600.jpg
2021-07-25,25. Juli 2021,Hans,4.5,Bumerang gut für Anfänger zum Üben,,bumerang-fire-rechtshaender,https://www.jugglux.ch/outdoor-und-freizeit/frisbee-und-bumerang/bumerang-holz/bumerang-fire-rechtshaender.html,https://www.jugglux.ch/media/image/82/9a/db/bumerang-fire-rechtshander-236599-36280_600x600.jpg
2021-07-24,24. Juli 2021,Zeljko Cvijetic,4.0,Bewertung,,kleines-wasserrad,https://www.jugglux.ch/experimente-und-magie/bau-und-experimentierkasten/kraul-lernspielzeug/kleines-wasserrad.html,https://www.jugglux.ch/media/image/e0/b4/6a/kleines-wasserrad-230040-21358_600x600.jpg
2021-07-23,23. Juli 2021,Ingrid Kohler,5.0,Sehr erfreut,,kusspuppen-romeo-und-julia-rot-blau,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/magnetische-spiele/kusspuppen-romeo-und-julia-rot-blau.html,https://www.jugglux.ch/media/image/15/53/85/Kusspuppen-kaufen-Romeo-und-Julia-rot-blau-4052103008663_600x600.jpg
2021-07-20,20. Juli 2021,Carlo,5.0,Stäbe,Super gut auch für Kinder so wie für erwachsene,diabolo-stabset-alu-henrys-gruen,https://www.jugglux.ch/jonglieren-und-artistik/diabolos-und-zubehoer/diabolos-zubehoer/diabolo-handstaebe/diabolo-stabset-alu-henrys-gruen.html,https://www.jugglux.ch/media/image/9f/46/cd/diabolo-stabset-alu-henrys-grun-234428-33694_600x600.jpg
2021-07-19,19. Juli 2021,Eliane,5.0,Port Royal,"Tolles Piraten-Kartenspiel. Spannend, abwechslungsreich, strategisch und auch ein wenig Glück...",port-royal-das-spiel-mit-piraten-flair,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/kartenspiele-fuer-erwachsene/port-royal-das-spiel-mit-piraten-flair.html,https://www.jugglux.ch/media/image/4c/9d/01/port-royal-das-spiel-mit-piraten-flair-222021-35948_600x600.jpg
2021-07-19,19. Juli 2021,Eliane,5.0,Klattschen,Tolles Trinkspiel!,klattschen-das-wahrscheinlich-beste-trinkspiel-aller-zeiten,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/gruppenspiele/klattschen-das-wahrscheinlich-beste-trinkspiel-aller-zeiten.html,https://www.jugglux.ch/media/image/37/23/80/klattschen-das-wahrscheinlich-beste-trinkspiel-aller-zeiten-43951_600x600.jpg
2021-07-18,18. Juli 2021,fiona grünenfelder,5.0,Ist sehr schnell gegangen,"Die Erdmännchen haben eine gute Qualität, die Bestellung ist nach einem Tag gekommen ist sehr schnell gegangen!",gluecksbringer-mini-erdmaennchen,https://www.jugglux.ch/spiele-und-geschenke/geschenkideen/mini-gluecksbringer/gluecksbringer-mini-erdmaennchen.html,https://www.jugglux.ch/media/image/0c/3e/9c/glucksbringer-mini-erdmannchen-221854-35330_600x600.jpg
2021-07-17,17. Juli 2021,Anne-Marie,5.0,Umdrehkreisel aus Holz,"Der Kreisel ist sehr schön verarbeitet und liegt gut in den Händen. Mit ein wenig Übung dreht er sich jedes Mal auf den Stiel und dreht ungewöhnlich lange für einen Holzkreisel.
Uns hatte die gelieferte Farbe (rosa) nicht gefallen. Also haben wir ihn mit Permanentmarkern einfach umgemalt. Das ging problemlos.
Ein schönes Spielzeug!",umdrehkreisel-aus-holz-tango-30mm,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/kreisel-und-gyroscope/umdrehkreisel-aus-holz-tango-30mm.html,https://www.jugglux.ch/media/image/dc/ef/cf/umdrehkreisel-aus-holz-tango-30mm-230200-31304_600x600.jpg
2021-07-17,17. Juli 2021,Anne-Marie,5.0,Waboba Moon Ball Nasa,Genial! Der Ball springt gigantisch hoch - und das ohne dass man viel Kraft aufwenden muss. Eine klare Kaufempfehlung und jeden Rappen wert!,waboba-moon-ball-nasa,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/gag-baelle-und-spezial-baelle/waboba-moon-ball-nasa.html,https://www.jugglux.ch/media/image/5c/a9/e1/waboba-moon-ball-nasa-219491-44220_600x600.jpg
2021-07-17,17. Juli 2021,Anne-Marie,5.0,Leuchtende Mondschein-Glasmurmeln - Set mit 3 Stück,Die Murmeln sind sehr schön! Sie leuchten nicht ganz so stark wie auf dem Photo. Aber sie leuchten und man kann sogar die Farben im Dunkeln unterscheiden: je nach Farbe der Murmeln hat es mehr oder weniger Leuchtpartikel. Sie haben eine gute Grösse und sind auch bei Tag schön anzusehen.,leuchtende-mondschein-glas-murmeln-set-mit-3-stk,https://www.jugglux.ch/kurioses-und-kultiges/murmeln-und-zubehoer/murmel-spiele-und-sets/leuchtende-mondschein-glas-murmeln-set-mit-3-stk.html,https://www.jugglux.ch/media/image/0e/b5/5e/leuchtende-mondschein-glas-murmeln-set-mit-3-stk-218817-42383_600x600.jpg
2021-07-14,14. Juli 2021,Niki,5.0,"Tolles Spiel, schnelle Lieferung","Das Spiel macht total viel Spass und ist ideal für kleinere Gruppen, die sich schon ein wenig aber nicht zu gut kennen. Auf den ersten Blick scheint es ein reines Ratespiel zu sein, aber schnell merkt man, dass sich Personen in den kuriosen Fragen wiederfinden lassen. Das Spiel ist schon am Tag nach der Bestellung in gutem Zustand bei mir eingetroffen.",who-is-lu-wer-der-mitspielenden-ist-lu,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/gruppenspiele/who-is-lu-wer-der-mitspielenden-ist-lu.html,https://www.jugglux.ch/media/image/5c/94/9f/Who-is-Lu-Spiel-798190121604_600x600.jpg
2021-07-13,13. Juli 2021,Blum Josef,4.5,Zug um Zug Europa Erweiterung 1912 - Ticket to Ride,"Interessante Ergänzung, macht das Spiel attraktiver.
Sehr prompte Lieferung.",zug-um-zug-europa-erweiterung-1912-ticket-to-ride,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/erweiterungen/zug-um-zug-europa-erweiterung-1912-ticket-to-ride.html,https://www.jugglux.ch/media/image/23/37/e7/zug-um-zug-europa-erweiterung-1912-ticket-to-ride-223500-38560_600x600.jpg
2021-07-12,12. Juli 2021,Seri,3.5,Wie gewohnt gute Qualität,"Die Brixies-Artikel sind lustig, hübsch anzuschauen, toll für ""Lego""-Fans und eignen sich super, um einen Gutschein aufzupeppen. Die Qualität ist wie gewohnt gut und der Preis wie gewohnt eher hoch.",brixies-strandkorb,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/diverse-puzzles/brixies-strandkorb.html,https://www.jugglux.ch/media/image/7b/ae/e8/brixies-strandkorb-223032-37893_600x600.png
2021-07-11,11. Juli 2021,Claudia Wyss,5.0,"Ultraschnell geliefert, top Kundenbetreuung","Wow, reibungslose, blitzschnelle Abwicklung mit Jugglux - gerne wieder. :)",krimitotal-der-fall-einer-lady,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/krimi-total/krimitotal-der-fall-einer-lady.html,https://www.jugglux.ch/media/image/73/81/bd/krimitotal-der-fall-einer-lady-227248-43223_600x600.jpg
2021-07-07,7. Juli 2021,Carlo,5.0,Diaboloschnur,"Coole Farbe, sieht man gut!!!!",diaboloschnur-10m-gelb,https://www.jugglux.ch/jonglieren-und-artistik/diabolos-und-zubehoer/diabolos-zubehoer/diabolo-schnur/diaboloschnur-10m-gelb.html,https://www.jugglux.ch/media/image/ac/42/95/diaboloschnur-10m-gelb-233505-20333_600x600.jpg
2021-07-07,7. Juli 2021,Carlo,5.0,Diabolo,"Super! Macht viel Spass!
Super Qualität!!!!",hyperspin-tc-bearing-diabolo-tuerkis-transparent,https://www.jugglux.ch/jonglieren-und-artistik/diabolos-und-zubehoer/diabolos-mit-kugellager/hyperspin-bearing-diabolos/hyperspin-tc-bearing-diabolo-tuerkis-transparent.html,https://www.jugglux.ch/media/image/dd/b1/e9/hyperspin-tc-bearing-diabolo-aquamarin-235548-43419_600x600.jpg
2021-07-05,5. Juli 2021,Wir5,5.0,"Tolle Holzpischtakker, lässiges Puzzle",Trotz filigraner Holzteile gut rauszutrennen gute bildliche Bau-Anleitung- begeistert Jung und Alt,ugears-mechanischer-holzbausatz-wolf-01-pistole,https://www.jugglux.ch/experimente-und-magie/mechanische-holzbausaetze/ugears-mechanische-holzmodelle/ugears-mechanischer-holzbausatz-wolf-01-pistole.html,https://www.jugglux.ch/media/image/34/10/c3/ugears-mechanischer-holzbausatz-wolf-01-pistole-232550-42829_600x600.jpg
2021-06-29,29. Juni 2021,Angela,5.0,TOP,"Ich bin sehr zufrieden. Ich nutze die beiden Handstäbe nicht, da ich nur mit der Hand drehe. Der Stick liegt sehr gut in der Hand. Gutes Gewicht und Balance. Der Grip ist gut. Ich habe mir zwei davon gekauft, dass ich mit zweien gleichzeitig drehen kann. Hierfür ist die Länge optimal. :)",bravo-stick-pro-flowerstick-pepita,https://www.jugglux.ch/jonglieren-und-artistik/flowersticks-devilsticks-buugeng/lunastix-und-flowersticks/bravo-stick-pro-flowerstick-pepita.html,https://www.jugglux.ch/media/image/17/25/5a/bravo-stick-pro-flowerstick-pepita-234783-37345_600x600.jpg
2021-06-28,28. Juni 2021,HappySoul,5.0,Angenehm,"Der Pyrostar verspricht Qualität. Weniger Husten und sauberere Kleidung nach einem Feuerspiel =D
Ich kaufe als nächstes gleich den Kanister ^^
Danke",pyro-star-fuer-fackeln-1-liter-raucharm,https://www.jugglux.ch/jonglieren-und-artistik/feuerartikel-und-zubehoer/anzuendfluessigkeit/pyro-star-fuer-fackeln-1-liter-raucharm.html,https://www.jugglux.ch/media/image/53/30/42/Pyro-Star-fuer-Fackeln-1-Liter-raucharm_600x600.jpg
2021-06-28,28. Juni 2021,Lisa König,5.0,super,als Geschenk schön verziert :-),klassisches-holz-jojo-buche-natur,https://www.jugglux.ch/outdoor-und-freizeit/yoyo-shop/yoyos-aus-holz/klassisches-holz-jojo-buche-natur.html,https://www.jugglux.ch/media/image/22/5a/03/klassisches-holz-jojo-buche-natur-238441-43492_600x600.jpg
2021-06-27,27. Juni 2021,Andrea Abbühl,5.0,Super Boomerang!,Ich habe die Boomerangs für einen Kindergeburtstag gekauft aber erst selber ausprobiert. Meine bisherigen eigenen Erfahrungen mit Boomerangs waren eher ernüchternd. Aber dieser kleine Flitzer flog doch tatsächlich eine flotte Runde in unserem Wohnzimmer! Ein bisschen ausprobieren muss ich noch - aber das kommt gut. Cool!,myfibo-boomerang-gruppenset-mit-30-stk,https://www.jugglux.ch/experimente-und-magie/bau-und-experimentierkasten/verschiedene-bausaetze/myfibo-boomerang-gruppenset-mit-30-stk.html,https://www.jugglux.ch/media/image/4e/2d/73/myfibo-boomerang-gruppenset-mit-30-stk-231948-41340_600x600.jpg
2021-06-25,25. Juni 2021,Silvia,5.0,Super! Es macht sehr grossen Spass!,,dodelido-extreme,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/kartenspiele-fuer-erwachsene/dodelido-extreme.html,https://www.jugglux.ch/media/image/d0/e6/2a/dodelido-extreme-228416-44284_600x600.jpg
2021-06-25,25. Juni 2021,Silvia,5.0,Cool,Ein sehr lässes Spiel welches sich super mit Kondern spielen lässt.,krazy-woerdz-das-witzige-erfinderische-wortspiel,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/familienspiele/krazy-woerdz-das-witzige-erfinderische-wortspiel.html,https://www.jugglux.ch/media/image/2f/71/49/krazy-wordz-das-witzige-erfinderische-wortspiel-241203-38213_600x600.jpg
2021-06-25,25. Juni 2021,HappySoul,5.0,Love it !,"Liegt sehr gut in der Hand, das Gewicht ist perfekt zum schwingen, selbst die Länge erlaubt mir einiges an Kunststücke ohne mir gleich die Haare zu verbrennen ;D
Das auseinanderdrehen in 3 Teilen ist einfach und das eindrehen ist stabil und dicht!
Kleiner Bonus wäre eine Tasche dazu, doch im ganzen ist dieses Produkt allein magisch =)
Vielen Dank!",contact-staff-portable-feuerstab-gora-in-3-teilen,https://www.jugglux.ch/jonglieren-und-artistik/feuerartikel-und-zubehoer/fire-staff/contact-staff-portable-feuerstab-gora-in-3-teilen.html,https://www.jugglux.ch/media/image/93/4d/42/contact-staff-portable-feuerstab-gora-in-3-teilen-234014-30289_600x600.jpg
2021-06-23,23. Juni 2021,Tom Homfeldt,5.0,Absolut tolles Frisbee,"Ich hatte bislang nur ein Billig Frisbee aus dem Supermarkt und wollte dann mal ein Professionelles.
Und ich muss sagen man merkt direkt beim ersten Wurf, das sich der Kauf gelohnt hat.
Material und Farben sind super verarbeitet, zudem etwas flexibler als so Billigprodukte, was sich sofort an der Flugkurve widerspiegelt.
Das Frisbee bleibt viel länger in der Luft, was das spielen damit richtig besser macht.
Absolutes ""Must have"" wenn man sich ein Frisbee kaufen möchte !!",ultimate-frisbee-schwarz-logo-rot,https://www.jugglux.ch/outdoor-und-freizeit/frisbee-und-bumerang/ultimate-frisbees-175g/ultimate-frisbee-schwarz-logo-rot.html,https://www.jugglux.ch/media/image/53/48/db/ultimate-frisbee-schwarz-logo-rot-237210-38611_600x600.jpg
2021-06-22,22. Juni 2021,Karin Gogg,5.0,Spannend,Die Schüler haben sich mit viel Konzentration an das Spiel gesetzt.,perspecto-cliko-buch-und-bausteine-set,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/diverse-geduldspiele/perspecto-cliko-buch-und-bausteine-set.html,https://www.jugglux.ch/media/image/c4/5a/91/perspecto-cliko-buch-und-bausteine-set-220548-32353_600x600.jpg
2021-06-22,22. Juni 2021,Gogg,5.0,Super einfach,"Ein einfaches, altes Spiel, das den Schüler sofort in den Bann gezogen hat.",zahlen-schiebepuzzle,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/diverse-geduldspiele/zahlen-schiebepuzzle.html,https://www.jugglux.ch/media/image/0c/e9/1d/zahlen-schiebepuzzle-229703-30467_600x600.jpg
2021-06-22,22. Juni 2021,Karin GOgg,5.0,Schüler sind begeistert,Die Schüler haben sich mit viel Konzentration an das Spiel gesetzt.,architecto-buch-und-bausteine-set,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/diverse-geduldspiele/architecto-buch-und-bausteine-set.html,https://www.jugglux.ch/media/image/85/17/4e/architecto-buch-und-bausteine-set-220709-32352_600x600.jpg
2021-06-20,20. Juni 2021,Andrea,4.5,klein und hübsch,Hübsch aber optisch nicht so ansprechend wie die grösseren Versionen.,schwebevogel-mini-zufaellige-farbe,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/diverse-physikalische-spiele/schwebevogel-mini-zufaellige-farbe.html,https://www.jugglux.ch/media/image/15/16/2b/schwebevogel-mini-zufallige-farbe-232647-43076_600x600.jpg
2021-06-20,20. Juni 2021,Andrea,5.0,Sehr hübscher Vogel,Aesthetisch ansprechend und von ausgezeichneter Qualität. Sehr gutes Preis-Leistungs-Verhältnis. Gut ausbalanciert.,schwebevogel-klein-zufaellige-farbe,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/diverse-physikalische-spiele/schwebevogel-klein-zufaellige-farbe.html,https://www.jugglux.ch/media/image/27/b4/a8/schwebevogel-klein-zufallige-farbe-232646-43077_600x600.jpg
2021-06-20,20. Juni 2021,Marc,5.0,Prima!,"Spassiges Spiel mit Kids und Grossen, gut gemacht, einfache Regeln",virus-vorsicht-ansteckungsgefahr-kartenspiel,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/kartenspiele-fuer-erwachsene/virus-vorsicht-ansteckungsgefahr-kartenspiel.html,https://www.jugglux.ch/media/image/29/c8/11/virus-vorsicht-ansteckungsgefahr-kartenspiel-227080-43138_600x600.jpg
2021-06-19,19. Juni 2021,Marina,5.0,Wasserschildkröte,Schöner kleiner Glücksbringer! Toller Preis!,gluecksbringer-mini-wasser-schildkroete,https://www.jugglux.ch/spiele-und-geschenke/geschenkideen/mini-gluecksbringer/gluecksbringer-mini-wasser-schildkroete.html,https://www.jugglux.ch/media/image/af/55/3a/glucksbringer-mini-wasser-schildkrote-222030-35958_600x600.jpg
2021-06-18,18. Juni 2021,Ursula Troxler,5.0,ist genau so wie ich erwartet habe - also perfekt!,,rueckenkratzer-aus-holz,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/beruehren-und-fuehlen/rueckenkratzer-aus-holz.html,https://www.jugglux.ch/media/image/16/c7/35/ruckenkratzer-aus-holz-217155-34399_600x600.jpg
2021-06-16,16. Juni 2021,Connie,5.0,vollkommen zufrieden,"Artikel wie beschrieben erhalten, sauber verpackt und sehr schnelle Lieferung
werde sicher bei Bedarf wieder hier bestellen",igelball-massageball-klein,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/beruehren-und-fuehlen/igelball-massageball-klein.html,https://www.jugglux.ch/media/image/e8/f1/df/igelball-massageball-klein-218948-42730_600x600.jpg
2021-06-16,16. Juni 2021,Patrizia,5.0,Ein super Spiel in super Qualität,,moelkky-das-original-das-kultige-wikingerspiel,https://www.jugglux.ch/outdoor-und-freizeit/outdoor-und-gartenspiele/kubb-moelkky-und-cornhole/moelkky-das-original-das-kultige-wikingerspiel.html,https://www.jugglux.ch/media/image/71/34/dc/molkky-das-original-das-kultige-wikingerspiel-236019-31815_600x600.jpg
2021-06-15,15. Juni 2021,co,5.0,so ein lustiges würfelspiel,so lustig für zwischendurch oder zum überbrücken. habe es gleich 6fach erstanden zum weiterverschenken,schweine-wuerfeln-mini-spiel,https://www.jugglux.ch/spiele-und-geschenke/geschenkideen/mini-spiele-aus-holz/schweine-wuerfeln-mini-spiel.html,https://www.jugglux.ch/media/image/12/d3/b1/schweine-wurfeln-mini-spiel-220777-32597_600x600.jpg
2021-06-15,15. Juni 2021,Dave,5.0,Fliegt!,"Klein, super Krimskramsgeschenk, fliegt wie erwartet. Kinder finden es lustig.",alien-am-fallschirm-fallschirmspringer-alien,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/krimskrams/alien-am-fallschirm-fallschirmspringer-alien.html,https://www.jugglux.ch/media/image/88/3d/96/alien-am-fallschirm-fallschirmspringer-alien-218531-37215_600x600.jpg
2021-06-11,11. Juni 2021,Marina,5.0,Hula-hoop,"Livraison rapide, le produit correspond entièrement au descriptif et a été livré en parfait état.",hula-hooop-yoga-groesse-m,https://www.jugglux.ch/outdoor-und-freizeit/hulahoop-reifen/travel-hula-hoops/hula-hooop-yoga-groesse-m.html,https://www.jugglux.ch/media/image/21/20/b1/hula-hooop-yoga-grosse-m-236935-45369_600x600.jpg
2021-06-09,9. Juni 2021,Bernadette,5.0,unglaublich witzig,"so witzig- das Geräusch wenn der Ball raus ploppert, die Reichweite und die weichen Bälle, die weder weh tun, noch etwas kaputt machen. Braucht auch nicht sehr viel Kraft, um den Ball rauszuploppern, Sehr witzig",affen-plopper,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/krimskrams/affen-plopper.html,https://www.jugglux.ch/media/image/c7/87/c9/affen-plopper-219463-44305_600x600.jpg
2021-06-09,9. Juni 2021,Bernadette,5.0,Altbewährt,"Ein wunderschönes Spielzeug, das animiert immer wieder zu benutzen. Und das ohne Strom und Batterie. Eben altbewährt",karussell-aus-blech,https://www.jugglux.ch/kurioses-und-kultiges/nostalgie-und-klassiker/blechspielzeug/karussell-aus-blech.html,https://www.jugglux.ch/media/image/b0/f4/35/karussell-aus-blech-216667-21588_600x600.jpg
2021-06-09,9. Juni 2021,Bernadette,5.0,Simpel und unterhaltsam,"so simpel und so unterhaltsam, das gefällt mir",schuettelgesicht-nasenspiel,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/krimskrams/schuettelgesicht-nasenspiel.html,https://www.jugglux.ch/media/image/bd/d6/52/schuttelgesicht-nasenspiel-216952-33074_600x600.jpg
2021-06-09,9. Juni 2021,Bernadette,5.0,Einfach genial,einfach genial,vogelstimmen-pfeifplaettchen,https://www.jugglux.ch/kurioses-und-kultiges/musikdosen-und-instrumente/geraeusch-und-tonerzeuger/vogelstimmen-pfeifplaettchen.html,https://www.jugglux.ch/media/image/3b/a1/b8/vogelstimmen-pfeifplattchen-219212-21762_600x600.jpg
2021-06-09,9. Juni 2021,tanja Freund Stössel,5.0,Sehr gute Ware,"SEHR GUTE SOLIDE WARE, GUTE qUALITÄT. SCHNELLE UNKOMPLIZIERTE LIEFERUNG",druecktier-wiese,https://www.jugglux.ch/kurioses-und-kultiges/nostalgie-und-klassiker/wackelfiguren-holz/druecktier-wiese.html,https://www.jugglux.ch/media/image/71/0d/a8/drucktier-wiese-218586-41987_600x600.jpg
2021-06-08,8. Juni 2021,Detective,5.0,Super strukturiertes Krimidinner mit Online Hilfsmittel,,culinario-mortale-expedition-in-den-tod,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/krimidinner-spiele/culinario-mortale-expedition-in-den-tod.html,https://www.jugglux.ch/media/image/f9/63/61/culinario-mortale-expedition-in-den-tod-228455-44291_600x600.jpg
2021-06-07,7. Juni 2021,Corinne Egli,0.5,Sanduhren sehr ungenau,Ich habe acht Sanduhren bestellt und musste leider alle wieder zurücksenden. Keine Sanduhr war genau auf 5 Minuten eingestellt. Viele Sanduhren wichen mehrere Minuten von den eigentlichen 5 Minuten ab. Oftmals verstopften die Sanduhren auch. Aus diesen Gründen kann ich den Kauf dieser Sanduhren nicht empfehlen.,sanduhr-5-min-aus-kunststoff,https://www.jugglux.ch/spiele-und-geschenke/spielmaterial/sanduhren/sanduhr-5-min-aus-kunststoff.html,https://www.jugglux.ch/media/image/15/b6/a3/sanduhr-5-min-aus-kunststoff-223895-39277_600x600.jpg
2021-06-07,7. Juni 2021,Gautschi Barbara,5.0,Lernbare farbtupfer würfel,Ideal für kinder zum spielerisch die farben kennenlernen,regenbogen-spielwuerfel-19mm,https://www.jugglux.ch/spiele-und-geschenke/wuerfel-fuer-spiele/wuerfel-mit-6-flaechen/regenbogen-spielwuerfel-19mm.html,https://www.jugglux.ch/media/image/c2/c0/27/regenbogen-spielwurfel-19mm-223214-45050_600x600.jpg
2021-06-07,7. Juni 2021,Sandro,4.5,Sehr zufrieden,"Guter Grip, schnelle Lieferung, Tasche und Band zum zusammenbinden der Handstäbe mit dem Lunastick.
Angenehmes Gewicht und schöne Verarbeitung. Ich halte den Stick für hervorragend für Anfänger sowie Fortgeschrittene.",bravo-lunastick-eclipse-berlin-orange,https://www.jugglux.ch/jonglieren-und-artistik/flowersticks-devilsticks-buugeng/lunastix-und-flowersticks/bravo-lunastick-eclipse-berlin-orange.html,https://www.jugglux.ch/media/image/e9/3e/de/bravo-lunastick-eclipse-berlin-orange-234929-38477_600x600.jpg
2021-06-06,6. Juni 2021,M. Lebert,4.0,Coole Springbälle für Kinderparty,Originelle und beliebte Kinderspringbälle. Riechen eine Weile stark nach Chemie. Leider...sonst top!,springball-mit-profiloberflaeche,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/gumpi-baelle-und-flummis/springball-mit-profiloberflaeche.html,https://www.jugglux.ch/media/image/b5/1a/ef/springball-mit-profiloberflache-217251-35350_600x600.jpg
2021-06-04,4. Juni 2021,Markus,5.0,Das Fackelseil ist Top kann ich nur weiterempfelen,,fackelseil-10mm-fyrefli,https://www.jugglux.ch/jonglieren-und-artistik/feuerartikel-und-zubehoer/feuerdocht/fackelseil-10mm-fyrefli.html,https://www.jugglux.ch/media/image/3d/ee/32/fackelseil-10mm-fyrefli-233533-20380_600x600.jpg
2021-06-04,4. Juni 2021,Markus,5.0,Pyrostar,kann ich auch weiter empfehlen,pyro-star-fuer-fackeln-1-liter-raucharm,https://www.jugglux.ch/jonglieren-und-artistik/feuerartikel-und-zubehoer/anzuendfluessigkeit/pyro-star-fuer-fackeln-1-liter-raucharm.html,https://www.jugglux.ch/media/image/53/30/42/Pyro-Star-fuer-Fackeln-1-Liter-raucharm_600x600.jpg
2021-06-04,4. Juni 2021,Sandra Livia,5.0,schwer - Anleitung fehlt,Wäre toll - Aber ich krieg das Ding wahrscheinlich nie wieder zusammen. Es sollte eine Anleitung zum späteren lunsen dabei sein.,bamboo-puzzle-cube-geduldspiel-aus-bambusholz,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/geduldspiele-aus-holz/bamboo-puzzle-cube-geduldspiel-aus-bambusholz.html,https://www.jugglux.ch/media/image/74/d5/0b/bamboo-puzzle-cube-geduldspiel-aus-bambusholz-222980-37763_600x600.jpg
